id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,occupancy_rate,estimated_monthly_revenue
6422,Nashville Charm,12172,District 6,36.17143,-86.7357,Private room,43.0,30,669,3.4,230,0.11333333333333333,93.40555555555557
39870,Close to Vanderbilt 2,171184,District 25,36.12466,-86.81269,Private room,70.0,1,564,5.29,230,0.17633333333333334,236.58055555555558
59576,Large Main Suite near Lake *ladies only NS plz,812128,District 12,36.1894,-86.59162,Private room,,30,3,0.08,86,0.0026666666666666666,
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,District 18,36.13122,-86.80066,Entire home/apt,85.0,2,765,4.48,215,0.14933333333333335,227.42222222222225
258817,"ButterflyRoom-queen room, private bath",22296,District 12,36.16076,-86.59151,Private room,34.0,30,97,0.59,365,0.019666666666666666,20.33861111111111
289242,"MorningstarHouse, monthly room-",22296,District 12,36.16296,-86.59113,Private room,33.0,30,76,0.46,365,0.015333333333333334,15.390833333333335
304904,bedroom with your own bath,870376,District 21,36.1448895,-86.8153263,Private room,47.0,25,301,1.86,97,0.062000000000000006,23.554833333333338
304916,Ferienwohnung Schwarzer - EG,1569101,District 21,36.1448895,-86.8153263,Entire home/apt,185.0,2,45,0.34,105,0.011333333333333334,18.345833333333335
319705,"SuperSweetSTUDIO, jacuzzi, private entrance",22296,District 12,36.16236,-86.59005,Private room,45.0,30,49,0.3,365,0.01,13.6875
329997,A+ Carriage House & Courtyard! 5 mins to Downtown,1684051,District 19,36.1758,-86.7995,Entire home/apt,98.0,2,1497,9.22,115,0.30733333333333335,288.63722222222225
340081,Affordable room in 4 bedroom house.,22296,District 12,36.16122,-86.59007,Private room,33.0,30,82,0.51,365,0.017,17.063750000000002
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,District 6,36.16499,-86.75054,Private room,84.0,1,368,2.32,330,0.07733333333333332,178.64
430052,"Private Vaulted Studio! King,WetBar,Bath/5 min DT!",1684051,District 19,36.1723,-86.7925,Entire home/apt,92.0,2,1120,7.07,42,0.23566666666666666,75.88466666666666
431258,"5 MIN TO DT! 2 Bdrm, 2.5 Baths, Hot tub courtyard!",1684051,District 19,36.1758,-86.7995,Entire home/apt,203.0,2,545,3.43,312,0.11433333333333334,603.4513333333334
501570,French Flair :The Loire room,2427763,District 6,36.18982,-86.74399,Private room,116.0,1,276,1.74,165,0.058,92.51
513664,Cozy and Convenient in Donelson!,2530554,District 14,36.15606,-86.64991,Private room,,2,27,0.18,0,0.006,
632636,Admire Skyline from the Rooftop Terrace Chic Suite,1684051,District 19,36.1723,-86.7925,Entire home/apt,194.0,2,456,2.91,51,0.097,79.9765
645985,Serenity Haven,1515903,District 6,36.18523,-86.71385,Private room,32.0,30,60,0.39,136,0.013000000000000001,4.714666666666667
648088,Heart of Music Row Studio Apt. Midtown Nashville,3250769,District 19,36.1447,-86.79014,Private room,114.0,30,444,2.86,88,0.09533333333333333,79.69866666666665
674159,"A Clean, Quiet Suite in a Great Neighborhood",3422455,District 6,36.17393,-86.73894,Entire home/apt,128.0,3,346,2.28,248,0.076,201.04533333333333
681880,Luxurious Cozy Guesthouse,3471162,District 7,36.21536,-86.71024,Entire home/apt,103.0,1,843,5.45,133,0.18166666666666667,207.38763888888892
775235,Nashville Urban Farm Bellevue,3020125,District 35,36.05091,-86.93886,Entire home/apt,62.0,30,63,0.41,354,0.013666666666666666,24.996333333333332
859206,Private Entrance Suite Vandy/Belmnt,1924504,District 18,36.12999,-86.79959,Private room,,2,132,0.88,0,0.029333333333333333,
914787,"Walk to Downtown Broadway Pool, Free Parking, Gym",4910520,District 19,36.17539978,-86.7818985,Entire home/apt,216.0,1,460,3.08,337,0.10266666666666667,622.7760000000001
1006989,Private Carriage House,1896384,District 6,36.17502,-86.73475,Entire home/apt,88.0,2,650,4.37,51,0.14566666666666667,54.47933333333334
1009550,The Fab GuesT QuarTers Suite,5554006,District 7,36.21239,-86.70439,Entire home/apt,105.0,3,291,1.96,68,0.06533333333333333,38.87333333333333
1039298,Hotel-quality Two-bedroom Suite,5721539,District 7,36.22625,-86.72121,Entire home/apt,132.0,2,85,0.85,37,0.028333333333333332,11.531666666666666
1300670,Valentino's Retreat,119023,District 10,36.32249,-86.72652,Entire home/apt,127.0,2,162,1.11,303,0.037000000000000005,118.64975000000001
1537921,"Private Cottage
Nature Trails & Close to Downtown",113637,District 6,36.16761779785156,-86.73709869384766,Entire home/apt,103.0,1,340,2.37,252,0.079,170.877
1546787,Cozy Guest House in Vibrant 12 South,6855810,District 18,36.12991714477539,-86.79246520996094,Entire home/apt,90.0,2,555,4.02,157,0.13399999999999998,157.78499999999997
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,District 7,36.22621,-86.7103,Entire home/apt,479.0,3,106,0.75,314,0.025,313.34583333333336
1583339,"Heart of Historic East Nashville, Walk Everywhere!",1567001,District 6,36.17833,-86.74426,Entire home/apt,,2,80,0.56,358,0.018666666666666668,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,District 6,36.17833,-86.74426,Private room,119.0,30,128,0.9,261,0.030000000000000002,77.64750000000001
1587240,Charismatic room in East Nashville,1567001,District 6,36.17868,-86.74394,Private room,,30,133,0.93,0,0.031000000000000003,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,District 17,36.12397,-86.78047,Private room,78.0,4,149,1.04,364,0.034666666666666665,82.02133333333333
1661560,"Unique East! tucked away, retro, porch w/ view!",8804227,District 6,36.17622,-86.73512,Entire home/apt,170.0,1,133,0.94,227,0.03133333333333333,100.76277777777777
1840652,A Downtown Great GetAway!,2066370,District 21,36.17663192749024,-86.80799102783203,Entire home/apt,330.0,1,200,1.42,253,0.04733333333333333,329.32166666666666
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,District 17,36.14549,-86.78686,Shared room,500.0,1,6,0.04,90,0.0013333333333333333,5.0
1954040,Vintage style Eastside bungalow,8196681,District 7,36.20338,-86.7296,Private room,60.0,1,518,3.71,319,0.12366666666666666,197.24833333333333
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,District 19,36.17069,-86.79121,Entire home/apt,105.0,1,721,5.16,243,0.17200000000000001,365.71500000000003
2138177,Rustic Designer Suite near City Center,6521193,District 6,36.16107,-86.75256,Entire home/apt,157.0,2,500,3.62,102,0.12066666666666667,161.02966666666669
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,District 6,36.17035,-86.74017,Entire home/apt,270.0,1,702,5.21,339,0.17366666666666666,1324.6425
2261942,Charming Room in Hip East Nashville,11550460,District 5,36.18269,-86.75301,Private room,93.0,2,812,5.97,288,0.19899999999999998,444.16799999999995
2316288,"2.5 Miles From DT, 2 Spaces",7428690,District 6,36.185993,-86.741821,Entire home/apt,139.0,2,359,2.97,308,0.099,353.19900000000007
2372334,Charismatic room in East Nashville,1567001,District 6,36.17833,-86.74426,Private room,,30,49,0.36,0,0.012,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,District 18,36.13541,-86.812656,Entire home/apt,,3,93,0.68,270,0.02266666666666667,
2473234,Room At Eastland - Your totally private space!,12649085,District 6,36.18034,-86.72588,Entire home/apt,88.0,4,190,1.39,297,0.04633333333333333,100.91399999999999
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,District 19,36.14377,-86.79486,Entire home/apt,,30,101,0.75,290,0.025,
2521338,beautiful affordable space * ladies only * NS,812128,District 12,36.18934,-86.59118,Private room,34.0,30,3,0.02,270,0.0006666666666666666,0.51
2581896,"Live Like a Local in E. Nashville, 290 5* Reviews",13221453,District 6,36.16922,-86.74108,Entire home/apt,105.0,1,291,2.13,131,0.071,81.38374999999999
2590492,Purple Moon River House  Monthly Rentals Only,13262394,District 15,36.24254,-86.70525,Entire home/apt,300.0,30,21,0.15,365,0.005,45.625
2666769,Cottage at West End/Vandy/Hillsboro,457460890,District 21,36.14705,-86.81845,Entire home/apt,124.0,1,824,6.27,222,0.209,479.44599999999997
2694882,"E. Nashville -Close to Everything, 300 5* Reviews,",13221453,District 6,36.17032,-86.7408,Entire home/apt,101.0,1,299,2.19,168,0.073,103.222
2699594,April Discount! Penthouse Above Music & Bars,1099118,District 19,36.16127,-86.77698,Entire home/apt,184.0,2,268,2.03,307,0.06766666666666667,318.52955555555553
2710049,"Affordable extended stays,  OPEN NOW",22296,District 12,36.1631,-86.59044,Private room,34.0,30,11,0.08,337,0.0026666666666666666,2.5462222222222217
2726453,Luxury Living & Perfect Location Walk to Music Row,2275056,District 18,36.14077,-86.81479,Entire home/apt,249.0,2,241,1.82,241,0.06066666666666667,303.3788333333333
2743820,"East Nashville, 2 Bedroom Bungalow",5443095,District 7,36.21896,-86.71519,Entire home/apt,100.0,30,98,0.73,259,0.024333333333333332,52.51944444444443
2802925,Spa-like Stay w/Cold Plunge Minutes from Downtown!,14336050,District 24,36.14704,-86.82269,Entire home/apt,133.0,2,34,1.32,141,0.044000000000000004,68.76100000000001
2824336,Downtown/Hottub/Music Row/20 foot ceiling/Gulch!.!,14448697,District 19,36.14992,-86.78832,Entire home/apt,,2,186,1.39,360,0.04633333333333333,
2906844,Beautiful Loft Apt East Nashville,6117864,District 6,36.17739,-86.74131,Entire home/apt,95.0,2,604,4.48,179,0.14933333333333335,211.61777777777777
2908364,"River View, Dock, Pool, Hot tub, CASR-201517041",14858294,District 15,36.22061,-86.70683,Entire home/apt,635.0,3,52,0.39,306,0.013000000000000001,210.50250000000003
2909345,Walkable in The Nations - 10 min to Broadway!,14863542,District 20,36.1599,-86.84271,Entire home/apt,114.0,1,175,1.3,301,0.043333333333333335,123.91166666666668
2931998,Light-filled Modern Bungalow at Musician's Hideaway,5151272,District 6,36.17444,-86.73902,Entire home/apt,,3,98,0.77,213,0.025666666666666667,
2950152,"Nashville ,Geodis Park , Bridgestone, Pets Welcome",15060012,District 17,36.14251,-86.79137,Entire home/apt,194.0,1,1042,8.02,268,0.2673333333333333,1158.266222222222
3021231,"12 S house- 3 MILES to downtown, charming nbrhd",15395208,District 17,36.12177,-86.7829,Entire home/apt,,1,322,2.41,337,0.08033333333333334,
3043332,Loaded Vagabond Studio (Near Opry and Downtown),293488,District 15,36.1641,-86.68415,Entire home/apt,93.0,2,467,3.6,359,0.12000000000000001,333.87
3052313,Perfect for Family Fun!  Walk to 12th Ave/Belmont,16805934,District 18,36.12312,-86.80109,Entire home/apt,671.0,5,34,0.26,17,0.008666666666666666,8.238388888888888
3107569,The Magnolia Mansion: 3 Acres/6 Min to Broadway,15494980,District 5,36.19904,-86.76105,Entire home/apt,,1,144,1.1,337,0.03666666666666667,
3116713,Travelers Sunny Paradise Female  Non Smkr  plz,812128,District 12,36.18885,-86.5917,Private room,34.0,31,11,0.09,224,0.003,1.9040000000000004
3121821,Charming private apt. in hip area,14083317,District 6,36.18862,-86.73964,Entire home/apt,104.0,1,1178,8.76,332,0.292,840.1813333333333
3123909,Spacious 4BR Townhouse near Downtown,7961115,District 19,36.18161,-86.79044,Entire home/apt,282.0,2,169,1.26,354,0.042,349.398
3158038,Welcome to 12 South comfort!,5611748,District 17,36.13362,-86.78695,Entire home/apt,,1,56,0.42,40,0.014,
3288576,Belmont Modern Loft Guest House,2275056,District 18,36.12465,-86.7947,Entire home/apt,121.0,1,204,1.89,226,0.063,143.5665
3379848,Casual Comfort at The Hotel Not California,17050462,District 16,36.1232,-86.70996,Entire home/apt,140.0,2,185,1.94,320,0.06466666666666666,241.42222222222222
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,District 19,36.17478,-86.78236,Entire home/apt,139.0,1,594,4.52,342,0.15066666666666664,596.8659999999999
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,District 5,36.17913,-86.76809,Entire home/apt,,2,103,0.77,353,0.025666666666666667,
3578360,East Nashville & Easy Bike Downtown,11006332,District 6,36.16574,-86.74104,Entire home/apt,,30,101,0.76,365,0.025333333333333333,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,District 25,36.10373,-86.79625,Entire home/apt,,31,141,1.34,0,0.04466666666666667,
3686152,12th South Dream Retreat - Family Friendly!,15586733,District 17,36.12521,-86.78528,Entire home/apt,261.0,2,313,2.38,320,0.07933333333333333,552.16
3694888,Unique Studio Walk to Gulch DT MIdtown Music Row,18816131,District 19,36.14959,-86.78881,Entire home/apt,120.0,1,582,4.59,317,0.153,485.01
3696753,Restrung East Nashville Condo,18830581,District 6,36.17229,-86.75554,Entire home/apt,140.0,3,438,3.3,238,0.11,305.43333333333334
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,District 24,36.14206,-86.82473,Entire home/apt,129.0,1,680,5.16,352,0.17200000000000001,650.8480000000001
3710914,Relax in East Nashville Charm – Close to Downtown!,10259524,District 5,36.18218,-86.77158,Entire home/apt,158.0,1,958,7.23,337,0.24100000000000002,1069.3571666666667
3742359,EAST Five Star Buena Vista East Nashville Loft,13976860,District 6,36.16948,-86.73771,Entire home/apt,127.0,3,392,2.96,201,0.09866666666666667,209.88866666666667
3760928,Historic Suite in East Nashville,19112532,District 6,36.19183,-86.7427,Private room,119.0,2,389,2.97,238,0.099,233.6565
3793659,Family Home Downtown Nashville,9633722,District 19,36.17184,-86.79209,Entire home/apt,309.0,2,309,2.53,338,0.08433333333333333,733.9951666666666
3811909,Modern Cottage East Nashville,11543228,District 6,36.18391,-86.72637,Entire home/apt,107.0,2,433,3.29,63,0.10966666666666666,61.60525
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,District 24,36.12181,-86.84317,Entire home/apt,,30,8,0.06,365,0.002,
3905148,Private Entry/1895 Victorian,19204818,District 6,36.17347717285156,-86.74029541015625,Entire home/apt,125.0,1,683,5.2,316,0.17333333333333334,570.5555555555555
3907104,King Bed + Pet-Friendly Yard | Walk to Five Points,593556,District 6,36.175255,-86.75061,Entire home/apt,200.0,1,265,2.02,309,0.06733333333333333,346.76666666666665
3912357,Private entry & bath in the Heart of the City.,20264071,District 19,36.17319,-86.79354,Private room,70.0,1,446,3.54,196,0.11800000000000001,134.91333333333333
3952633,Stylish Condo in Trendy 12South,7096686,District 17,36.12558,-86.77773,Entire home/apt,,27,28,0.21,192,0.007,
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",14657565,District 17,36.12644,-86.77843,Entire home/apt,93.0,1,1005,7.76,257,0.25866666666666666,515.1993333333334
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,District 17,36.14261,-86.79371,Entire home/apt,90.0,30,115,0.88,335,0.029333333333333333,73.7
4067086,Urban Art District Abode,9596278,District 17,36.14392,-86.76227,Entire home/apt,180.0,1,872,6.65,316,0.22166666666666668,1050.7
4100639,*WALK to Broadway! Downtown Condo with View!*,17145199,District 19,36.17121,-86.77958,Entire home/apt,126.0,1,617,4.87,359,0.16233333333333333,611.9155
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,District 18,36.12465,-86.79689,Entire home/apt,,2,112,0.9,355,0.030000000000000002,
4178988,Award-Winning Private Cottage,457460890,District 6,36.1748,-86.73808,Entire home/apt,96.0,1,918,7.06,161,0.2353333333333333,303.1093333333333
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,District 6,36.18111,-86.73229,Entire home/apt,90.0,1,715,5.48,252,0.18266666666666667,345.24
4227049,East Nashville Victorian Home,7153613,District 6,36.18701,-86.7363,Entire home/apt,,2,70,0.55,79,0.018333333333333333,
4275484,The Hamilton - In Trendy WeHo + 1.5 mi to Broadway,22196890,District 17,36.13880157470703,-86.7677230834961,Entire home/apt,123.0,3,359,2.92,319,0.09733333333333333,318.2556666666666
4302855,Chic Retreat Near Vanderbilt University,6675690,District 18,36.1359374,-86.8109214,Entire home/apt,265.0,2,222,2.0,338,0.06666666666666667,497.61111111111114
4303083,Nashville Family Bungalow with Yard,6675690,District 6,36.170998,-86.746887,Entire home/apt,214.0,2,234,2.15,337,0.07166666666666667,430.70472222222224
4351066,Pool Side Nashville Studio in 12th South/Melrose,16587828,District 17,36.12679,-86.77831,Entire home/apt,85.0,2,544,4.19,327,0.1396666666666667,323.5029166666667
4354794,Downtown Nashville Riverfront Condo with Pool,15892790,District 19,36.17542,-86.78226,Entire home/apt,152.0,1,506,3.97,144,0.13233333333333333,241.376
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,District 24,36.1334,-86.8255,Entire home/apt,246.0,2,210,1.65,19,0.055,21.4225
4476315,"Nashville's Charming Poppy House, Walk to Music +",23224852,District 19,36.14505,-86.78894,Entire home/apt,184.0,2,565,4.4,342,0.14666666666666667,769.12
4485271,"Honky Tonk Nights, Riverfront Mornings — Book Now!",23271865,District 19,36.17332,-86.78052,Entire home/apt,151.0,2,282,2.21,329,0.07366666666666667,304.97386111111115
4490882,Great Condo in 12South,7096686,District 17,36.12509,-86.77878,Entire home/apt,,27,30,0.23,226,0.007666666666666667,
4491931,Mid-Century Modern East Nashville Craftsman in Five Points,23301240,District 6,36.177,-86.74482,Entire home/apt,179.0,2,409,3.34,259,0.11133333333333333,430.1270555555555
4494569,"Germantown 4bd, 2 Miles from Bdwy",23314330,District 19,36.18118,-86.7923,Entire home/apt,,2,150,1.16,0,0.03866666666666666,
4511965,Duplex- Inc Both Sides - in E. Nash 600 5* Reviews,13221453,District 6,36.17059,-86.74113,Entire home/apt,,3,19,0.15,116,0.005,
4531756,Southern Charm meets Old World Hospitality,23496125,District 25,36.08872,-86.79486,Entire home/apt,,2,24,0.24,365,0.008,
4559286,The Green Menagerie,23636518,District 27,36.05077,-86.73694,Private room,74.0,1,344,2.89,266,0.09633333333333334,158.0187777777778
4604518,Nashville Escape by Geodis Park close to Downtown!,8008453,District 17,36.12382,-86.7637,Entire home/apt,,2,300,2.51,355,0.08366666666666665,
4621726,"Cute, Cozy Cottage in Nashville",17913438,District 24,36.14874,-86.84399,Entire home/apt,145.0,2,167,1.31,279,0.043666666666666666,147.21125
4625481,Cozy Downtown Nashville Riverfront Condo,83323910,District 19,36.17356,-86.78066,Entire home/apt,140.0,2,122,1.01,166,0.033666666666666664,65.2011111111111
4688669,Luxurious Downtown Corner Views 2 bed 2bath-#211,24241984,District 19,36.1566,-86.76579,Entire home/apt,294.0,2,81,0.64,219,0.021333333333333333,114.464
4691716,Cheerful Mid Century Retreat - stellar reviews!,15444638,District 6,36.18003,-86.72328,Entire home/apt,103.0,2,287,2.25,230,0.075,148.0625
4693349,"2Bdrm/2Bath, 1.6miles from DT!",10643952,District 21,36.15917,-86.80146,Entire home/apt,153.0,1,421,3.28,184,0.10933333333333332,256.496
4717231,"Comfy MINI-MANSION 
 Convenient to Downtown!",24370035,District 3,36.2921,-86.78614,Entire home/apt,,2,94,0.74,0,0.024666666666666667,
4725120,Designer Loft With Courtyard Views Near Downtown!,91390810,District 5,36.1735,-86.76518,Entire home/apt,130.0,30,93,0.74,327,0.024666666666666667,87.38166666666666
4773268,Cute/safe 1 bedroom attic apartment in the trees,8382752,District 7,36.232,-86.71762,Entire home/apt,68.0,1,10,0.08,339,0.0026666666666666666,5.1226666666666665
4787052,Nashville Carriage House,24675632,District 6,36.18324,-86.74496,Entire home/apt,83.0,1,735,5.77,292,0.19233333333333333,388.4492222222222
4810344,12 South Apartment for Rent,4983840,District 18,36.13122,-86.79021,Entire home/apt,103.0,1,533,4.23,318,0.14100000000000001,384.8595
4857128,Cozy Green Hills apartment (1 mi from Lipscomb U.),24987037,District 25,36.09462,-86.792,Entire home/apt,78.0,3,629,5.07,170,0.169,186.745
4861360,Little Hollywood Gem East Nashville,25006117,District 6,36.17899,-86.73718,Entire home/apt,,2,86,0.68,318,0.02266666666666667,
4924659,"Historic Suite 
 National Register Historic Homes",25366040,District 24,36.15178,-86.84395,Entire home/apt,93.0,1,572,4.49,315,0.14966666666666667,365.37375000000003
4949787,Roomy One-Level * Near Downtown * Firepit & Fenced,25467486,District 17,36.12334,-86.76343,Entire home/apt,277.0,1,321,2.64,344,0.08800000000000001,698.7786666666667
4958707,The Ruby at Music Row,9596278,District 19,36.14595,-86.7877,Entire home/apt,185.0,1,815,6.41,318,0.21366666666666667,1047.5008333333333
4963269,Comfort and Joy,9629632,District 6,36.18807,-86.74442,Entire home/apt,82.0,15,264,2.19,161,0.073,80.31216666666666
5014393,Sweet cottage on Nashville farm!,6216127,District 34,36.04281,-86.83346,Entire home/apt,118.0,90,73,0.58,25,0.01933333333333333,4.752777777777777
5039858,"PRIVATE bd/bth, Great Location, Off-Street Parking",25350815,District 7,36.19818,-86.73448,Private room,110.0,1,143,1.14,312,0.038,108.67999999999999
5061506,Gorgeous Stay in Nations only 7 min from Broadway!,22933775,District 20,36.15814,-86.84145,Entire home/apt,276.0,2,265,2.12,328,0.07066666666666667,533.1093333333333
5070014,2BR - Sleeps 4 - Kid Friendly! Upstairs Suite,26179993,District 15,36.17395,-86.68661,Private room,116.0,2,212,1.7,347,0.056666666666666664,190.07888888888888
5102074,No more new rentals allowed,26248043,District 11,36.24107,-86.61458,Entire home/apt,825.0,60,4,0.03,365,0.001,25.09375
5174212,Cozy East Nashville Cottage with Relaxed Southern Style,14318200,District 5,36.20225,-86.74634,Entire home/apt,93.0,1,1333,10.64,336,0.3546666666666667,923.552
5212573,Poplar Hollow Barn,26945569,District 35,36.05609,-86.97052,Entire home/apt,177.0,1,369,2.93,301,0.09766666666666667,433.61558333333335
5217231,Beautiful Victorian in heart of 5 points/downtown,16087739,District 6,36.17322,-86.74842,Entire home/apt,252.0,2,191,1.54,277,0.051333333333333335,298.606
5261347,12 South Loft - Private Guesthouse,26604311,District 17,36.11869,-86.7833,Entire home/apt,126.0,3,247,1.97,281,0.06566666666666666,193.74949999999998
5338971,Heart Of Twelve South Village sleeps 4-8,4283123,District 17,36.12989,-86.7887,Entire home/apt,407.0,3,54,0.44,258,0.014666666666666666,128.34066666666666
5339135,Nashville Berry Hill Area-Jimi Hendrix Room,25430263,District 17,36.12447,-86.76403,Private room,38.0,30,162,1.29,365,0.043000000000000003,49.70083333333334
5339138,Nashville Berry Hill Area-Jim Morrison Room,25430263,District 17,36.12433,-86.76402,Private room,38.0,28,305,2.44,365,0.08133333333333333,94.00777777777779
5352951,Music City Melody: Brand New Craftsman Gem!,22224024,District 17,36.13955,-86.79254,Entire home/apt,269.0,3,325,2.62,322,0.08733333333333333,630.3865555555554
5450001,"Charming Home, sleeps 6, 5 Miles to Downtown!",16805934,District 16,36.09924,-86.74098,Entire home/apt,,30,142,1.39,0,0.04633333333333333,
5480793,Cozy Lockeland Springs Private Loft,28422447,District 6,36.17145,-86.73934,Entire home/apt,95.0,2,508,4.06,342,0.13533333333333333,366.415
5557887,*Heart of Nashville Retreat* 2 BR | 7 mins to DT,127444298,District 19,36.1757,-86.78175,Entire home/apt,162.0,2,219,2.29,295,0.07633333333333334,303.9975
5560170,Kooler Kendall,9154329,District 24,36.13383102416992,-86.86384582519531,Entire home/apt,291.0,3,50,0.4,353,0.013333333333333334,114.13666666666667
5726670,Best Value In 12South! Privacy and Parking,10633841,District 17,36.11872,-86.78999,Entire home/apt,,30,170,1.41,0,0.047,
5756534,Loft Style Studio - CLOSE TO DOWNTOWN NASHVILLE,20691550,District 16,36.11737,-86.73477,Private room,65.0,31,27,0.29,269,0.009666666666666665,14.085138888888888
5759335,Massive Palace Close to Downtown!,18071351,District 19,36.17045,-86.79315,Entire home/apt,,2,93,0.75,362,0.025,
5761405,Amazing Master Suite in Heart of East Nashville,5178185,District 6,36.17187,-86.7469,Private room,170.0,2,53,0.43,262,0.014333333333333333,53.20055555555555
5761616,Stay in Style Where the Musicians Live,5178185,District 6,36.17082,-86.74582,Entire home/apt,,1,329,2.65,339,0.08833333333333333,
5773891,Cute East Nashville Pad,29955861,District 5,36.20005,-86.75456,Entire home/apt,109.0,2,438,3.58,341,0.11933333333333333,369.6250555555556
5794839,"Heidtke House, A Rare Find & Featured on TV!",13960675,District 15,36.16826,-86.67193,Entire home/apt,248.0,2,131,1.18,332,0.03933333333333333,269.8791111111111
5808960,"Luxurious Private Studio, 10 min to downtown",30139823,District 25,36.10244,-86.78596,Entire home/apt,139.0,1,492,4.03,347,0.13433333333333333,539.941638888889
5880314,East Nashville peaceful abode,6254287,District 6,36.18469,-86.7307,Private room,,30,466,3.77,0,0.12566666666666668,
5920152,"$4M - 9,000ft Belle Meade Estate w/ Pool",30745101,District 23,36.11852,-86.85563,Entire home/apt,1280.0,3,191,1.72,212,0.05733333333333333,1296.4977777777779
5930642,Wyndham Nashville- 1 bdrm near Gaylord Palms,30787515,District 15,36.2176,-86.70294,Entire home/apt,,2,30,0.24,20,0.008,
5933237,Charming renovated bungalow,14083317,District 6,36.18921,-86.74049,Entire home/apt,166.0,2,363,2.93,276,0.09766666666666667,372.8913333333333
5970743,Walk 2 Broadway Balcony & Parking,30995912,District 19,36.15495300292969,-86.77043151855469,Entire home/apt,181.0,3,530,4.28,320,0.14266666666666666,688.6044444444444
5984997,The Launch Pad,19288905,District 17,36.14309,-86.76151,Entire home/apt,119.0,1,1009,8.62,254,0.28733333333333333,723.7447777777778
5989908,Hillisboro Treehouse:  Stay 30+ Days Only,22327607,District 18,36.12825,-86.81021,Entire home/apt,63.0,30,115,0.93,110,0.031000000000000003,17.902500000000003
6119843,Your Nashville Oasis off Historic Music Row,31751665,District 17,36.13663,-86.79276,Entire home/apt,96.0,2,264,2.16,232,0.07200000000000001,133.632
6162409,Newly renovated 1BR King - Happy Hollow Cabin,27950672,District 33,36.12439,-86.54606,Entire home/apt,102.0,3,444,3.6,138,0.12000000000000001,140.76000000000002
6207147,Casa Lola - Hip Victorian,32119480,District 6,36.17363,-86.75471,Private room,121.0,2,290,2.37,148,0.079,117.89433333333335
6213651,The Stewart House in 12th South - Half House,15586733,District 18,36.12584,-86.79356,Entire home/apt,121.0,1,435,3.74,344,0.12466666666666668,432.4271111111112
6223197,Home (3BR) Close to everything EAST Nashville,32272323,District 5,36.18145,-86.75205,Entire home/apt,171.0,3,271,2.23,32,0.07433333333333333,33.896
6227141,Rollin On The River,32298087,District 7,36.2058,-86.69899,Entire home/apt,106.0,2,264,2.17,149,0.07233333333333333,95.2027222222222
6235842,"Clean, Modern Five Points Apartment",96028937,District 5,36.1781,-86.75508,Entire home/apt,161.0,2,545,4.42,133,0.14733333333333334,262.9040555555556
6237779,Sun-drenched 2nd Fl Apt w/ Private Entrance,1539109,District 5,36.18546,-86.77027,Entire home/apt,112.0,2,247,2.02,121,0.06733333333333333,76.04177777777778
6238833,"Stylish Home, 2 Miles to Downtown Nash-Walkable",16805934,District 19,36.18077,-86.79361,Entire home/apt,242.0,30,123,1.0,30,0.03333333333333333,20.166666666666668
6246236,Freedom Annex,7020921,District 20,36.15648,-86.87851,Entire home/apt,91.0,2,261,2.14,207,0.07133333333333333,111.9755
6247676,Dreamy Tiny House Cottage-Most Wish-listed in Tennessee,32440482,District 17,36.1241,-86.75455,Entire home/apt,175.0,1,1185,10.42,319,0.3473333333333333,1615.823611111111
6276671,"Cozy! spa, lux, large patio, 3bd/2ba,freparking",32624016,District 24,36.14708,-86.82597,Entire home/apt,148.0,2,159,1.29,325,0.043000000000000003,172.35833333333335
6299318,The Jackson,9596278,District 16,36.10375,-86.73443,Entire home/apt,140.0,1,717,5.88,341,0.196,779.7533333333334
6305488,Wyndham Nashville- 2 bdrm condo,30787515,District 15,36.21751,-86.70452,Entire home/apt,,2,8,0.07,38,0.0023333333333333335,
6385486,Quaint Apt. 3 mi to DT & 1 mi to HillsboroVillage,11361200,District 18,36.12696,-86.80653,Entire home/apt,82.0,1,574,4.68,351,0.156,374.166
